GmlID;ID;CODIGO;NOME;AREA_KM2;PERIMETR_M;Shape_Leng;Shape_Area
BAIRRO_POPULAR.167;167,000000000000000;791,000000000000000;São Paulo;0,497000000000000;5218,259000000000015;5218,259146579999651;-497082,344502000021748
BAIRRO_POPULAR.168;168,000000000000000;792,000000000000000;São Pedro;0,582000000000000;4749,573999999999614;4749,574356479999551;-582371,798211000044830
BAIRRO_POPULAR.169;169,000000000000000;793,000000000000000;São Salvador;0,592000000000000;3307,460999999999785;3307,461526699999922;-591822,807803999981843
BAIRRO_POPULAR.170;170,000000000000000;794,000000000000000;São Tomáz;0,185000000000000;4210,180999999999585;4210,181622690000040;-184629,790588000003481
BAIRRO_POPULAR.171;171,000000000000000;796,000000000000000;Saudade;0,596000000000000;3529,559000000000196;3529,558605560000160;-595720,521484000026248
BAIRRO_POPULAR.172;172,000000000000000;797,000000000000000;Serra;1,530000000000000;6267,537999999999556;6267,537543980000009;-1530250,777710000053048
BAIRRO_POPULAR.173;173,000000000000000;798,000000000000000;Serrano;1,081000000000000;8268,152000000000044;8268,152484300000651;-1081258,749150000046939
BAIRRO_POPULAR.174;174,000000000000000;799,000000000000000;Serra Verde;4,039000000000000;10123,782999999999447;10123,783063799999582;-4038923,000849999953061
BAIRRO_POPULAR.175;175,000000000000000;800,000000000000000;Vila SESC;0,020000000000000;979,230999999999995;979,230827569999974;-20158,793222600001172
BAIRRO_POPULAR.176;176,000000000000000;801,000000000000000;Sion;1,197000000000000;6175,157000000000153;6175,157717260000027;-1196997,174170000012964
BAIRRO_POPULAR.177;177,000000000000000;802,000000000000000;Solimões;0,287000000000000;2401,306000000000040;2401,306117189999895;-287447,900421999976970
BAIRRO_POPULAR.178;178,000000000000000;803,000000000000000;Taquaril;0,421000000000000;3071,106999999999971;3071,106726080000044;-421491,292745999991894
BAIRRO_POPULAR.179;179,000000000000000;804,000000000000000;Teixeira Dias;0,733000000000000;4171,622999999999593;4171,623381000000336;-733181,413953999988735
BAIRRO_POPULAR.180;180,000000000000000;805,000000000000000;Tirol;1,755000000000000;8116,944999999999709;8116,944819860000280;-1755339,697690000059083
BAIRRO_POPULAR.181;181,000000000000000;806,000000000000000;Tupi A;0,912000000000000;4035,175999999999931;4035,175701120000213;-911831,174644000013359
BAIRRO_POPULAR.182;182,000000000000000;807,000000000000000;Garças;1,250000000000000;6857,036000000000058;6857,035397550000198;-1249589,600829999893904
BAIRRO_POPULAR.183;183,000000000000000;808,000000000000000;União;1,541000000000000;6857,230999999999767;6857,230589820000205;-1540838,925779999932274
